ZoneNumber,ZoneName,FileName,zonCreationDate,zonUpdateDate,zonAuthor,respawnTimer,resetMode,lastRoomNum,spawnMobileID,spawnMobileCount,spawnMobileRoomID,spawnMobileType,spawnItemID,spawnItemLocationID,spawnItemType,spawnItemMobID,spawnDoorID,spawnDoorState,multHp,multMana,multHitroll,multDamage,multArmor,multXp,multGold,multLevel
20,Galaxy,../ronin/lib/world/Galaxy.zon,Unknown,30Jan2020,Unknown,30,Reset on timer,2078,,,,,2024,,ObjectToMob,2015,,,100,100,100,100,100,100,100,100
20,Galaxy,../ronin/lib/world/Galaxy.zon,Unknown,30Jan2020,Unknown,30,Reset on timer,2078,2015,1,2042,normal,,,,,,,100,100,100,100,100,100,100,100
20,Galaxy,../ronin/lib/world/Galaxy.zon,Unknown,30Jan2020,Unknown,30,Reset on timer,2078,2014,2,2060,normal,,,,,,,100,100,100,100,100,100,100,100
20,Galaxy,../ronin/lib/world/Galaxy.zon,Unknown,30Jan2020,Unknown,30,Reset on timer,2078,2014,1,2058,normal,,,,,,,100,100,100,100,100,100,100,100
20,Galaxy,../ronin/lib/world/Galaxy.zon,Unknown,30Jan2020,Unknown,30,Reset on timer,2078,,,,,2005,,ObjectToMob,2013,,,100,100,100,100,100,100,100,100
20,Galaxy,../ronin/lib/world/Galaxy.zon,Unknown,30Jan2020,Unknown,30,Reset on timer,2078,2013,1,2063,normal,,,,,,,100,100,100,100,100,100,100,100
20,Galaxy,../ronin/lib/world/Galaxy.zon,Unknown,30Jan2020,Unknown,30,Reset on timer,2078,2012,7,2026,normal,,,,,,,100,100,100,100,100,100,100,100
20,Galaxy,../ronin/lib/world/Galaxy.zon,Unknown,30Jan2020,Unknown,30,Reset on timer,2078,2012,7,2026,normal,,,,,,,100,100,100,100,100,100,100,100
20,Galaxy,../ronin/lib/world/Galaxy.zon,Unknown,30Jan2020,Unknown,30,Reset on timer,2078,2012,7,2026,normal,,,,,,,100,100,100,100,100,100,100,100
20,Galaxy,../ronin/lib/world/Galaxy.zon,Unknown,30Jan2020,Unknown,30,Reset on timer,2078,2012,7,2026,normal,,,,,,,100,100,100,100,100,100,100,100
20,Galaxy,../ronin/lib/world/Galaxy.zon,Unknown,30Jan2020,Unknown,30,Reset on timer,2078,2012,7,2026,normal,,,,,,,100,100,100,100,100,100,100,100
20,Galaxy,../ronin/lib/world/Galaxy.zon,Unknown,30Jan2020,Unknown,30,Reset on timer,2078,2012,7,2026,normal,,,,,,,100,100,100,100,100,100,100,100
20,Galaxy,../ronin/lib/world/Galaxy.zon,Unknown,30Jan2020,Unknown,30,Reset on timer,2078,2012,7,2026,normal,,,,,,,100,100,100,100,100,100,100,100
20,Galaxy,../ronin/lib/world/Galaxy.zon,Unknown,30Jan2020,Unknown,30,Reset on timer,2078,,,,,2004,,ObjectToMobEQ,2011,,,100,100,100,100,100,100,100,100
20,Galaxy,../ronin/lib/world/Galaxy.zon,Unknown,30Jan2020,Unknown,30,Reset on timer,2078,2011,1,2028,normal,,,,,,,100,100,100,100,100,100,100,100
20,Galaxy,../ronin/lib/world/Galaxy.zon,Unknown,30Jan2020,Unknown,30,Reset on timer,2078,,,,,2003,,ObjectToMobEQ,2010,,,100,100,100,100,100,100,100,100
20,Galaxy,../ronin/lib/world/Galaxy.zon,Unknown,30Jan2020,Unknown,30,Reset on timer,2078,2010,1,2017,normal,,,,,,,100,100,100,100,100,100,100,100
20,Galaxy,../ronin/lib/world/Galaxy.zon,Unknown,30Jan2020,Unknown,30,Reset on timer,2078,,,,,2002,,ObjectToMobEQ,2009,,,100,100,100,100,100,100,100,100
20,Galaxy,../ronin/lib/world/Galaxy.zon,Unknown,30Jan2020,Unknown,30,Reset on timer,2078,2009,1,2032,normal,,,,,,,100,100,100,100,100,100,100,100
20,Galaxy,../ronin/lib/world/Galaxy.zon,Unknown,30Jan2020,Unknown,30,Reset on timer,2078,,,,,2028,,ObjectToMobEQ,2008,,,100,100,100,100,100,100,100,100
20,Galaxy,../ronin/lib/world/Galaxy.zon,Unknown,30Jan2020,Unknown,30,Reset on timer,2078,2008,1,2030,normal,,,,,,,100,100,100,100,100,100,100,100
20,Galaxy,../ronin/lib/world/Galaxy.zon,Unknown,30Jan2020,Unknown,30,Reset on timer,2078,2007,1,2010,normal,,,,,,,100,100,100,100,100,100,100,100
20,Galaxy,../ronin/lib/world/Galaxy.zon,Unknown,30Jan2020,Unknown,30,Reset on timer,2078,2006,1,2022,normal,,,,,,,100,100,100,100,100,100,100,100
20,Galaxy,../ronin/lib/world/Galaxy.zon,Unknown,30Jan2020,Unknown,30,Reset on timer,2078,2006,1,2014,normal,,,,,,,100,100,100,100,100,100,100,100
20,Galaxy,../ronin/lib/world/Galaxy.zon,Unknown,30Jan2020,Unknown,30,Reset on timer,2078,2006,1,2006,normal,,,,,,,100,100,100,100,100,100,100,100
20,Galaxy,../ronin/lib/world/Galaxy.zon,Unknown,30Jan2020,Unknown,30,Reset on timer,2078,2005,1,2013,normal,,,,,,,100,100,100,100,100,100,100,100
20,Galaxy,../ronin/lib/world/Galaxy.zon,Unknown,30Jan2020,Unknown,30,Reset on timer,2078,2005,1,2009,normal,,,,,,,100,100,100,100,100,100,100,100
20,Galaxy,../ronin/lib/world/Galaxy.zon,Unknown,30Jan2020,Unknown,30,Reset on timer,2078,2005,1,2008,normal,,,,,,,100,100,100,100,100,100,100,100
20,Galaxy,../ronin/lib/world/Galaxy.zon,Unknown,30Jan2020,Unknown,30,Reset on timer,2078,2005,1,2004,normal,,,,,,,100,100,100,100,100,100,100,100
20,Galaxy,../ronin/lib/world/Galaxy.zon,Unknown,30Jan2020,Unknown,30,Reset on timer,2078,,,,,2001,,ObjectToMobEQ,2004,,,100,100,100,100,100,100,100,100
20,Galaxy,../ronin/lib/world/Galaxy.zon,Unknown,30Jan2020,Unknown,30,Reset on timer,2078,2004,2,2017,normal,,,,,,,100,100,100,100,100,100,100,100
20,Galaxy,../ronin/lib/world/Galaxy.zon,Unknown,30Jan2020,Unknown,30,Reset on timer,2078,,,,,2001,,ObjectToMobEQ,2004,,,100,100,100,100,100,100,100,100
20,Galaxy,../ronin/lib/world/Galaxy.zon,Unknown,30Jan2020,Unknown,30,Reset on timer,2078,2004,2,2017,normal,,,,,,,100,100,100,100,100,100,100,100
20,Galaxy,../ronin/lib/world/Galaxy.zon,Unknown,30Jan2020,Unknown,30,Reset on timer,2078,,,,,2001,,ObjectToMobEQ,2004,,,100,100,100,100,100,100,100,100
20,Galaxy,../ronin/lib/world/Galaxy.zon,Unknown,30Jan2020,Unknown,30,Reset on timer,2078,2004,3,2022,normal,,,,,,,100,100,100,100,100,100,100,100
20,Galaxy,../ronin/lib/world/Galaxy.zon,Unknown,30Jan2020,Unknown,30,Reset on timer,2078,,,,,2001,,ObjectToMobEQ,2004,,,100,100,100,100,100,100,100,100
20,Galaxy,../ronin/lib/world/Galaxy.zon,Unknown,30Jan2020,Unknown,30,Reset on timer,2078,2004,3,2022,normal,,,,,,,100,100,100,100,100,100,100,100
20,Galaxy,../ronin/lib/world/Galaxy.zon,Unknown,30Jan2020,Unknown,30,Reset on timer,2078,2003,1,2022,normal,,,,,,,100,100,100,100,100,100,100,100
20,Galaxy,../ronin/lib/world/Galaxy.zon,Unknown,30Jan2020,Unknown,30,Reset on timer,2078,2003,1,2018,normal,,,,,,,100,100,100,100,100,100,100,100
20,Galaxy,../ronin/lib/world/Galaxy.zon,Unknown,30Jan2020,Unknown,30,Reset on timer,2078,2003,4,2010,normal,,,,,,,100,100,100,100,100,100,100,100
20,Galaxy,../ronin/lib/world/Galaxy.zon,Unknown,30Jan2020,Unknown,30,Reset on timer,2078,2003,4,2010,normal,,,,,,,100,100,100,100,100,100,100,100
20,Galaxy,../ronin/lib/world/Galaxy.zon,Unknown,30Jan2020,Unknown,30,Reset on timer,2078,2003,4,2010,normal,,,,,,,100,100,100,100,100,100,100,100
20,Galaxy,../ronin/lib/world/Galaxy.zon,Unknown,30Jan2020,Unknown,30,Reset on timer,2078,2002,1,2055,normal,,,,,,,100,100,100,100,100,100,100,100
20,Galaxy,../ronin/lib/world/Galaxy.zon,Unknown,30Jan2020,Unknown,30,Reset on timer,2078,2002,1,2033,normal,,,,,,,100,100,100,100,100,100,100,100
20,Galaxy,../ronin/lib/world/Galaxy.zon,Unknown,30Jan2020,Unknown,30,Reset on timer,2078,2002,7,2021,normal,,,,,,,100,100,100,100,100,100,100,100
20,Galaxy,../ronin/lib/world/Galaxy.zon,Unknown,30Jan2020,Unknown,30,Reset on timer,2078,2002,7,2021,normal,,,,,,,100,100,100,100,100,100,100,100
20,Galaxy,../ronin/lib/world/Galaxy.zon,Unknown,30Jan2020,Unknown,30,Reset on timer,2078,2002,7,2021,normal,,,,,,,100,100,100,100,100,100,100,100
20,Galaxy,../ronin/lib/world/Galaxy.zon,Unknown,30Jan2020,Unknown,30,Reset on timer,2078,2002,7,2021,normal,,,,,,,100,100,100,100,100,100,100,100
20,Galaxy,../ronin/lib/world/Galaxy.zon,Unknown,30Jan2020,Unknown,30,Reset on timer,2078,2002,1,2012,normal,,,,,,,100,100,100,100,100,100,100,100
20,Galaxy,../ronin/lib/world/Galaxy.zon,Unknown,30Jan2020,Unknown,30,Reset on timer,2078,2002,1,2008,normal,,,,,,,100,100,100,100,100,100,100,100
20,Galaxy,../ronin/lib/world/Galaxy.zon,Unknown,30Jan2020,Unknown,30,Reset on timer,2078,2002,1,2004,normal,,,,,,,100,100,100,100,100,100,100,100
20,Galaxy,../ronin/lib/world/Galaxy.zon,Unknown,30Jan2020,Unknown,30,Reset on timer,2078,2001,3,2023,normal,,,,,,,100,100,100,100,100,100,100,100
20,Galaxy,../ronin/lib/world/Galaxy.zon,Unknown,30Jan2020,Unknown,30,Reset on timer,2078,2001,3,2022,normal,,,,,,,100,100,100,100,100,100,100,100
20,Galaxy,../ronin/lib/world/Galaxy.zon,Unknown,30Jan2020,Unknown,30,Reset on timer,2078,2001,3,2013,normal,,,,,,,100,100,100,100,100,100,100,100
20,Galaxy,../ronin/lib/world/Galaxy.zon,Unknown,30Jan2020,Unknown,30,Reset on timer,2078,,,,,,,,,,,100,100,100,100,100,100,100,100
20,Galaxy,../ronin/lib/world/Galaxy.zon,Unknown,30Jan2020,Unknown,30,Reset on timer,2078,,,,,,,,,,,100,100,100,100,100,100,100,100
230,"Glacial Tunnels of Remorhaz, by Ursum",../ronin/lib/world/GlacialTunnelsofRemorhazby.zon,Unknown,27Jun2021,CommandoboyInfinity,53,Reset on timer,23082,,,,,,,,,23070,Closed Unlocked,100,100,100,100,100,100,100,100
230,"Glacial Tunnels of Remorhaz, by Ursum",../ronin/lib/world/GlacialTunnelsofRemorhazby.zon,Unknown,27Jun2021,CommandoboyInfinity,53,Reset on timer,23082,,,,,,,,,23032,Closed Unlocked,100,100,100,100,100,100,100,100
230,"Glacial Tunnels of Remorhaz, by Ursum",../ronin/lib/world/GlacialTunnelsofRemorhazby.zon,Unknown,27Jun2021,CommandoboyInfinity,53,Reset on timer,23082,,,,,,,,,23030,Closed Unlocked,100,100,100,100,100,100,100,100
230,"Glacial Tunnels of Remorhaz, by Ursum",../ronin/lib/world/GlacialTunnelsofRemorhazby.zon,Unknown,27Jun2021,CommandoboyInfinity,53,Reset on timer,23082,23012,4,23032,normal,,,,,,,100,100,100,100,100,100,100,100
230,"Glacial Tunnels of Remorhaz, by Ursum",../ronin/lib/world/GlacialTunnelsofRemorhazby.zon,Unknown,27Jun2021,CommandoboyInfinity,53,Reset on timer,23082,23014,1,23039,normal,,,,,,,100,100,100,100,100,100,100,100
230,"Glacial Tunnels of Remorhaz, by Ursum",../ronin/lib/world/GlacialTunnelsofRemorhazby.zon,Unknown,27Jun2021,CommandoboyInfinity,53,Reset on timer,23082,23012,4,23038,normal,,,,,,,100,100,100,100,100,100,100,100
230,"Glacial Tunnels of Remorhaz, by Ursum",../ronin/lib/world/GlacialTunnelsofRemorhazby.zon,Unknown,27Jun2021,CommandoboyInfinity,53,Reset on timer,23082,23012,4,23038,normal,,,,,,,100,100,100,100,100,100,100,100
230,"Glacial Tunnels of Remorhaz, by Ursum",../ronin/lib/world/GlacialTunnelsofRemorhazby.zon,Unknown,27Jun2021,CommandoboyInfinity,53,Reset on timer,23082,23012,4,23032,normal,,,,,,,100,100,100,100,100,100,100,100
230,"Glacial Tunnels of Remorhaz, by Ursum",../ronin/lib/world/GlacialTunnelsofRemorhazby.zon,Unknown,27Jun2021,CommandoboyInfinity,53,Reset on timer,23082,23013,10,23033,normal,,,,,,,100,100,100,100,100,100,100,100
230,"Glacial Tunnels of Remorhaz, by Ursum",../ronin/lib/world/GlacialTunnelsofRemorhazby.zon,Unknown,27Jun2021,CommandoboyInfinity,53,Reset on timer,23082,23013,10,23034,normal,,,,,,,100,100,100,100,100,100,100,100
230,"Glacial Tunnels of Remorhaz, by Ursum",../ronin/lib/world/GlacialTunnelsofRemorhazby.zon,Unknown,27Jun2021,CommandoboyInfinity,53,Reset on timer,23082,23013,10,23035,normal,,,,,,,100,100,100,100,100,100,100,100
230,"Glacial Tunnels of Remorhaz, by Ursum",../ronin/lib/world/GlacialTunnelsofRemorhazby.zon,Unknown,27Jun2021,CommandoboyInfinity,53,Reset on timer,23082,23013,10,23036,normal,,,,,,,100,100,100,100,100,100,100,100
230,"Glacial Tunnels of Remorhaz, by Ursum",../ronin/lib/world/GlacialTunnelsofRemorhazby.zon,Unknown,27Jun2021,CommandoboyInfinity,53,Reset on timer,23082,23013,10,23037,normal,,,,,,,100,100,100,100,100,100,100,100
230,"Glacial Tunnels of Remorhaz, by Ursum",../ronin/lib/world/GlacialTunnelsofRemorhazby.zon,Unknown,27Jun2021,CommandoboyInfinity,53,Reset on timer,23082,23013,10,23038,normal,,,,,,,100,100,100,100,100,100,100,100
230,"Glacial Tunnels of Remorhaz, by Ursum",../ronin/lib/world/GlacialTunnelsofRemorhazby.zon,Unknown,27Jun2021,CommandoboyInfinity,53,Reset on timer,23082,23013,10,23033,normal,,,,,,,100,100,100,100,100,100,100,100
230,"Glacial Tunnels of Remorhaz, by Ursum",../ronin/lib/world/GlacialTunnelsofRemorhazby.zon,Unknown,27Jun2021,CommandoboyInfinity,53,Reset on timer,23082,23013,10,23034,normal,,,,,,,100,100,100,100,100,100,100,100
230,"Glacial Tunnels of Remorhaz, by Ursum",../ronin/lib/world/GlacialTunnelsofRemorhazby.zon,Unknown,27Jun2021,CommandoboyInfinity,53,Reset on timer,23082,23013,10,23035,normal,,,,,,,100,100,100,100,100,100,100,100
230,"Glacial Tunnels of Remorhaz, by Ursum",../ronin/lib/world/GlacialTunnelsofRemorhazby.zon,Unknown,27Jun2021,CommandoboyInfinity,53,Reset on timer,23082,23013,10,23036,normal,,,,,,,100,100,100,100,100,100,100,100
230,"Glacial Tunnels of Remorhaz, by Ursum",../ronin/lib/world/GlacialTunnelsofRemorhazby.zon,Unknown,27Jun2021,CommandoboyInfinity,53,Reset on timer,23082,23013,10,23037,normal,,,,,,,100,100,100,100,100,100,100,100
230,"Glacial Tunnels of Remorhaz, by Ursum",../ronin/lib/world/GlacialTunnelsofRemorhazby.zon,Unknown,27Jun2021,CommandoboyInfinity,53,Reset on timer,23082,23013,10,23038,normal,,,,,,,100,100,100,100,100,100,100,100
230,"Glacial Tunnels of Remorhaz, by Ursum",../ronin/lib/world/GlacialTunnelsofRemorhazby.zon,Unknown,27Jun2021,CommandoboyInfinity,53,Reset on timer,23082,23011,12,23021,normal,,,,,,,100,100,100,100,100,100,100,100
230,"Glacial Tunnels of Remorhaz, by Ursum",../ronin/lib/world/GlacialTunnelsofRemorhazby.zon,Unknown,27Jun2021,CommandoboyInfinity,53,Reset on timer,23082,23011,12,23022,normal,,,,,,,100,100,100,100,100,100,100,100
230,"Glacial Tunnels of Remorhaz, by Ursum",../ronin/lib/world/GlacialTunnelsofRemorhazby.zon,Unknown,27Jun2021,CommandoboyInfinity,53,Reset on timer,23082,23011,12,23022,normal,,,,,,,100,100,100,100,100,100,100,100
230,"Glacial Tunnels of Remorhaz, by Ursum",../ronin/lib/world/GlacialTunnelsofRemorhazby.zon,Unknown,27Jun2021,CommandoboyInfinity,53,Reset on timer,23082,23011,12,23023,normal,,,,,,,100,100,100,100,100,100,100,100
230,"Glacial Tunnels of Remorhaz, by Ursum",../ronin/lib/world/GlacialTunnelsofRemorhazby.zon,Unknown,27Jun2021,CommandoboyInfinity,53,Reset on timer,23082,23011,12,23023,normal,,,,,,,100,100,100,100,100,100,100,100
230,"Glacial Tunnels of Remorhaz, by Ursum",../ronin/lib/world/GlacialTunnelsofRemorhazby.zon,Unknown,27Jun2021,CommandoboyInfinity,53,Reset on timer,23082,23011,12,23024,normal,,,,,,,100,100,100,100,100,100,100,100
230,"Glacial Tunnels of Remorhaz, by Ursum",../ronin/lib/world/GlacialTunnelsofRemorhazby.zon,Unknown,27Jun2021,CommandoboyInfinity,53,Reset on timer,23082,23011,12,23024,normal,,,,,,,100,100,100,100,100,100,100,100
230,"Glacial Tunnels of Remorhaz, by Ursum",../ronin/lib/world/GlacialTunnelsofRemorhazby.zon,Unknown,27Jun2021,CommandoboyInfinity,53,Reset on timer,23082,23011,12,23024,normal,,,,,,,100,100,100,100,100,100,100,100
230,"Glacial Tunnels of Remorhaz, by Ursum",../ronin/lib/world/GlacialTunnelsofRemorhazby.zon,Unknown,27Jun2021,CommandoboyInfinity,53,Reset on timer,23082,23011,12,23025,normal,,,,,,,100,100,100,100,100,100,100,100
230,"Glacial Tunnels of Remorhaz, by Ursum",../ronin/lib/world/GlacialTunnelsofRemorhazby.zon,Unknown,27Jun2021,CommandoboyInfinity,53,Reset on timer,23082,23011,12,23025,normal,,,,,,,100,100,100,100,100,100,100,100
230,"Glacial Tunnels of Remorhaz, by Ursum",../ronin/lib/world/GlacialTunnelsofRemorhazby.zon,Unknown,27Jun2021,CommandoboyInfinity,53,Reset on timer,23082,23011,12,23025,normal,,,,,,,100,100,100,100,100,100,100,100
230,"Glacial Tunnels of Remorhaz, by Ursum",../ronin/lib/world/GlacialTunnelsofRemorhazby.zon,Unknown,27Jun2021,CommandoboyInfinity,53,Reset on timer,23082,23011,12,23025,normal,,,,,,,100,100,100,100,100,100,100,100
230,"Glacial Tunnels of Remorhaz, by Ursum",../ronin/lib/world/GlacialTunnelsofRemorhazby.zon,Unknown,27Jun2021,CommandoboyInfinity,53,Reset on timer,23082,23010,4,23009,normal,,,,,,,100,100,100,100,100,100,100,100
230,"Glacial Tunnels of Remorhaz, by Ursum",../ronin/lib/world/GlacialTunnelsofRemorhazby.zon,Unknown,27Jun2021,CommandoboyInfinity,53,Reset on timer,23082,23010,4,23010,normal,,,,,,,100,100,100,100,100,100,100,100
230,"Glacial Tunnels of Remorhaz, by Ursum",../ronin/lib/world/GlacialTunnelsofRemorhazby.zon,Unknown,27Jun2021,CommandoboyInfinity,53,Reset on timer,23082,23010,4,23011,normal,,,,,,,100,100,100,100,100,100,100,100
230,"Glacial Tunnels of Remorhaz, by Ursum",../ronin/lib/world/GlacialTunnelsofRemorhazby.zon,Unknown,27Jun2021,CommandoboyInfinity,53,Reset on timer,23082,23010,4,23012,normal,,,,,,,100,100,100,100,100,100,100,100
230,"Glacial Tunnels of Remorhaz, by Ursum",../ronin/lib/world/GlacialTunnelsofRemorhazby.zon,Unknown,27Jun2021,CommandoboyInfinity,53,Reset on timer,23082,23010,4,23009,normal,,,,,,,100,100,100,100,100,100,100,100
230,"Glacial Tunnels of Remorhaz, by Ursum",../ronin/lib/world/GlacialTunnelsofRemorhazby.zon,Unknown,27Jun2021,CommandoboyInfinity,53,Reset on timer,23082,23010,4,23010,normal,,,,,,,100,100,100,100,100,100,100,100
230,"Glacial Tunnels of Remorhaz, by Ursum",../ronin/lib/world/GlacialTunnelsofRemorhazby.zon,Unknown,27Jun2021,CommandoboyInfinity,53,Reset on timer,23082,23010,4,23011,normal,,,,,,,100,100,100,100,100,100,100,100
230,"Glacial Tunnels of Remorhaz, by Ursum",../ronin/lib/world/GlacialTunnelsofRemorhazby.zon,Unknown,27Jun2021,CommandoboyInfinity,53,Reset on timer,23082,23010,4,23012,normal,,,,,,,100,100,100,100,100,100,100,100
230,"Glacial Tunnels of Remorhaz, by Ursum",../ronin/lib/world/GlacialTunnelsofRemorhazby.zon,Unknown,27Jun2021,CommandoboyInfinity,53,Reset on timer,23082,23010,4,23012,normal,,,,,,,100,100,100,100,100,100,100,100
230,"Glacial Tunnels of Remorhaz, by Ursum",../ronin/lib/world/GlacialTunnelsofRemorhazby.zon,Unknown,27Jun2021,CommandoboyInfinity,53,Reset on timer,23082,23010,4,23012,normal,,,,,,,100,100,100,100,100,100,100,100
230,"Glacial Tunnels of Remorhaz, by Ursum",../ronin/lib/world/GlacialTunnelsofRemorhazby.zon,Unknown,27Jun2021,CommandoboyInfinity,53,Reset on timer,23082,,,,,23008,,ObjectToMobEQ,23009,,,100,100,100,100,100,100,100,100
230,"Glacial Tunnels of Remorhaz, by Ursum",../ronin/lib/world/GlacialTunnelsofRemorhazby.zon,Unknown,27Jun2021,CommandoboyInfinity,53,Reset on timer,23082,23009,1,23079,normal,,,,,,,100,100,100,100,100,100,100,100
230,"Glacial Tunnels of Remorhaz, by Ursum",../ronin/lib/world/GlacialTunnelsofRemorhazby.zon,Unknown,27Jun2021,CommandoboyInfinity,53,Reset on timer,23082,23008,1,23041,normal,,,,,,,100,100,100,100,100,100,100,100
230,"Glacial Tunnels of Remorhaz, by Ursum",../ronin/lib/world/GlacialTunnelsofRemorhazby.zon,Unknown,27Jun2021,CommandoboyInfinity,53,Reset on timer,23082,23007,1,23063,normal,,,,,,,100,100,100,100,100,100,100,100
230,"Glacial Tunnels of Remorhaz, by Ursum",../ronin/lib/world/GlacialTunnelsofRemorhazby.zon,Unknown,27Jun2021,CommandoboyInfinity,53,Reset on timer,23082,23006,20,23082,normal,,,,,,,100,100,100,100,100,100,100,100
230,"Glacial Tunnels of Remorhaz, by Ursum",../ronin/lib/world/GlacialTunnelsofRemorhazby.zon,Unknown,27Jun2021,CommandoboyInfinity,53,Reset on timer,23082,23006,20,23082,normal,,,,,,,100,100,100,100,100,100,100,100
230,"Glacial Tunnels of Remorhaz, by Ursum",../ronin/lib/world/GlacialTunnelsofRemorhazby.zon,Unknown,27Jun2021,CommandoboyInfinity,53,Reset on timer,23082,23006,20,23082,normal,,,,,,,100,100,100,100,100,100,100,100
230,"Glacial Tunnels of Remorhaz, by Ursum",../ronin/lib/world/GlacialTunnelsofRemorhazby.zon,Unknown,27Jun2021,CommandoboyInfinity,53,Reset on timer,23082,23006,20,23082,normal,,,,,,,100,100,100,100,100,100,100,100
230,"Glacial Tunnels of Remorhaz, by Ursum",../ronin/lib/world/GlacialTunnelsofRemorhazby.zon,Unknown,27Jun2021,CommandoboyInfinity,53,Reset on timer,23082,23006,20,23082,normal,,,,,,,100,100,100,100,100,100,100,100
230,"Glacial Tunnels of Remorhaz, by Ursum",../ronin/lib/world/GlacialTunnelsofRemorhazby.zon,Unknown,27Jun2021,CommandoboyInfinity,53,Reset on timer,23082,23006,20,23082,normal,,,,,,,100,100,100,100,100,100,100,100
230,"Glacial Tunnels of Remorhaz, by Ursum",../ronin/lib/world/GlacialTunnelsofRemorhazby.zon,Unknown,27Jun2021,CommandoboyInfinity,53,Reset on timer,23082,23006,20,23082,normal,,,,,,,100,100,100,100,100,100,100,100
230,"Glacial Tunnels of Remorhaz, by Ursum",../ronin/lib/world/GlacialTunnelsofRemorhazby.zon,Unknown,27Jun2021,CommandoboyInfinity,53,Reset on timer,23082,23006,20,23082,normal,,,,,,,100,100,100,100,100,100,100,100
230,"Glacial Tunnels of Remorhaz, by Ursum",../ronin/lib/world/GlacialTunnelsofRemorhazby.zon,Unknown,27Jun2021,CommandoboyInfinity,53,Reset on timer,23082,23006,20,23082,normal,,,,,,,100,100,100,100,100,100,100,100
230,"Glacial Tunnels of Remorhaz, by Ursum",../ronin/lib/world/GlacialTunnelsofRemorhazby.zon,Unknown,27Jun2021,CommandoboyInfinity,53,Reset on timer,23082,23006,20,23082,normal,,,,,,,100,100,100,100,100,100,100,100
230,"Glacial Tunnels of Remorhaz, by Ursum",../ronin/lib/world/GlacialTunnelsofRemorhazby.zon,Unknown,27Jun2021,CommandoboyInfinity,53,Reset on timer,23082,23006,20,23081,normal,,,,,,,100,100,100,100,100,100,100,100
230,"Glacial Tunnels of Remorhaz, by Ursum",../ronin/lib/world/GlacialTunnelsofRemorhazby.zon,Unknown,27Jun2021,CommandoboyInfinity,53,Reset on timer,23082,23006,20,23081,normal,,,,,,,100,100,100,100,100,100,100,100
230,"Glacial Tunnels of Remorhaz, by Ursum",../ronin/lib/world/GlacialTunnelsofRemorhazby.zon,Unknown,27Jun2021,CommandoboyInfinity,53,Reset on timer,23082,23006,20,23081,normal,,,,,,,100,100,100,100,100,100,100,100
230,"Glacial Tunnels of Remorhaz, by Ursum",../ronin/lib/world/GlacialTunnelsofRemorhazby.zon,Unknown,27Jun2021,CommandoboyInfinity,53,Reset on timer,23082,23006,20,23081,normal,,,,,,,100,100,100,100,100,100,100,100
230,"Glacial Tunnels of Remorhaz, by Ursum",../ronin/lib/world/GlacialTunnelsofRemorhazby.zon,Unknown,27Jun2021,CommandoboyInfinity,53,Reset on timer,23082,23006,20,23081,normal,,,,,,,100,100,100,100,100,100,100,100
230,"Glacial Tunnels of Remorhaz, by Ursum",../ronin/lib/world/GlacialTunnelsofRemorhazby.zon,Unknown,27Jun2021,CommandoboyInfinity,53,Reset on timer,23082,23006,20,23081,normal,,,,,,,100,100,100,100,100,100,100,100
230,"Glacial Tunnels of Remorhaz, by Ursum",../ronin/lib/world/GlacialTunnelsofRemorhazby.zon,Unknown,27Jun2021,CommandoboyInfinity,53,Reset on timer,23082,23006,20,23081,normal,,,,,,,100,100,100,100,100,100,100,100
230,"Glacial Tunnels of Remorhaz, by Ursum",../ronin/lib/world/GlacialTunnelsofRemorhazby.zon,Unknown,27Jun2021,CommandoboyInfinity,53,Reset on timer,23082,23006,20,23081,normal,,,,,,,100,100,100,100,100,100,100,100
230,"Glacial Tunnels of Remorhaz, by Ursum",../ronin/lib/world/GlacialTunnelsofRemorhazby.zon,Unknown,27Jun2021,CommandoboyInfinity,53,Reset on timer,23082,23006,20,23081,normal,,,,,,,100,100,100,100,100,100,100,100
230,"Glacial Tunnels of Remorhaz, by Ursum",../ronin/lib/world/GlacialTunnelsofRemorhazby.zon,Unknown,27Jun2021,CommandoboyInfinity,53,Reset on timer,23082,23006,20,23081,normal,,,,,,,100,100,100,100,100,100,100,100
230,"Glacial Tunnels of Remorhaz, by Ursum",../ronin/lib/world/GlacialTunnelsofRemorhazby.zon,Unknown,27Jun2021,CommandoboyInfinity,53,Reset on timer,23082,23005,8,23040,normal,,,,,,,100,100,100,100,100,100,100,100
230,"Glacial Tunnels of Remorhaz, by Ursum",../ronin/lib/world/GlacialTunnelsofRemorhazby.zon,Unknown,27Jun2021,CommandoboyInfinity,53,Reset on timer,23082,23005,8,23040,normal,,,,,,,100,100,100,100,100,100,100,100
230,"Glacial Tunnels of Remorhaz, by Ursum",../ronin/lib/world/GlacialTunnelsofRemorhazby.zon,Unknown,27Jun2021,CommandoboyInfinity,53,Reset on timer,23082,23005,8,23040,normal,,,,,,,100,100,100,100,100,100,100,100
230,"Glacial Tunnels of Remorhaz, by Ursum",../ronin/lib/world/GlacialTunnelsofRemorhazby.zon,Unknown,27Jun2021,CommandoboyInfinity,53,Reset on timer,23082,23005,8,23040,normal,,,,,,,100,100,100,100,100,100,100,100
