itemNumber,keywords,shortDesc,longDesc,itemType,wearFlags,extraFlags,objAffFlags,Affect0,AffectModifier0,Affect1,AffectModifier1,Affect2,AffectModifier2,value0,value1,value2,value3,lightColor,lightType,lightHours,recipeCreates,recipeRequires1,recipeRequires2,recipeRequires3,aqOrderRequires1,aqOrderRequires2,aqOrderRequires3,aqOrderRequires4,maxContains,currentContains,liquidType,foodSatiation,poisoned,lockType,assignedKey,keyType,picksCurrent,picksMax,affAC,spell,spellLevel,chargesMax,chargesCurrent,weaponSpecial,weaponType,diceNumber,diceSize,damageMin,damageMax,damageAve,gunLicense,bulletsLeft,gunNumber,weight,cost,rent,treasureCoins,subclassPointValue,loadrate,boardReadLvl,boardWriteLvl,boardRemoveLvl,objTimer
29465," flowing black silk sash jade"," Flowing Black Silk Sash"," A black silk sash is on the ground.",ARMOR,TAKE WAIST,,,HIT,10,MANA,10,MANA_REGEN,30,10,0,0,0,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,10,72005,72005,,,17,,,,
29464," mist skull chain"," Mist's Skull on a Chain"," A skull formed by Mist lies here on a chain.",ARMOR,TAKE NECK WAIST HOLD,MAGICAL ANTI-WARRIOR ANTI-THIEF ANTI-CLERIC ANTI-NINJA ANTI-NOMAD ANTI-PALADIN ANTI-ANTI-PALADIN ANTI-BARD ANTI-COMMANDO LIMITED,,MANA,45,MANA_REGEN,20,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,10,16000,4500,,,18,,,,
29463," crystallized rain"," Crystallized Rain"," A twinkling drop of crystallized rain floats here.",LIGHT,TAKE LIGHT-SOURCE,GLOW MAGICAL LIMITED,36,HITROLL,2,DAMROLL,5,,,0,0,-1,0,0,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10000,20000,,,20,,,,
29462," Legendary Ring of Nomadic Power"," Ambi's Legendary Ring of Nomadic Power"," A great heavy ring lies here, depicting a picture of the Legendary Ambi.",ARMOR,TAKE FINGER,LIMITED,,DAMROLL,4,HITROLL,4,,,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,1,16000,20000,,,10,,,,
29461," Amulet Forsaken"," Amulet of the Forsaken"," A mystical-looking amulet lies here, radiating power.",ARMOR,TAKE NECK,GLOW MAGICAL ANTI-GOOD ANTI-WARRIOR ANTI-CLERIC ANTI-MAGIC_USER ANTI-PALADIN ANTI-AVATAR ANTI-BARD LIMITED,,DAMROLL,2,,,,,10,0,0,0,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,5,5000,1800,,,7,,,,
29460," Plate of Frosted Steel"," Plate of Frosted Steel"," A steel plate lies here, a frosty haze rising from it.",ARMOR,TAKE BODY,LIMITED,,DAMROLL,3,HITROLL,3,,,35,0,0,0,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,20,25000,50000,,,10,,,,
29459," boots hunter demon feanor"," Boots of the Demon Hunter"," a pair of blood splattered boots are lying here radiating a strange power.",ARMOR,TAKE FEET,MAGICAL ANTI-THIEF ANTI-CLERIC ANTI-MAGIC_USER ANTI-NINJA ANTI-ANTI-PALADIN ANTI-BARD ANTI-COMMANDO,,DAMROLL,2,,,,,12,0,0,0,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,12,60600,20200,,,33,,,,
29458," amulet heart"," a `iHeart-Shaped `hAmulet"," A heart-shaped amulet is here, glowing in soft reddish light.",ARMOR,TAKE NECK,GLOW ANTI-GOOD ANTI-WARRIOR ANTI-THIEF ANTI-NINJA ANTI-NOMAD ANTI-PALADIN ANTI-COMMANDO,,MANA,25,DAMROLL,2,,,6,0,0,0,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,10,50000,10000,,,10,,,,
29457," blaming fracelet flaming bracelet"," A Blaming Fracelet"," A small fracelet lies on the ground accusing you of things you didn't do.",WORN,TAKE WRIST,LIMITED,,HITROLL,3,DAMROLL,3,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,12000,10000,,,10,,,,
29456," Jug of Misdirection"," I Suck at Finding Questcards!!"," A large jug of LAMENESS sits here.",LIQUID CONTAINER,TAKE HOLD,,,,,,,,,50,50,0,0,,,,,,,,,,,,50,50,water,,FALSE,,,,,,,,,,,,,,,,,,,,,5,100,100,,,0,,,,
29455," ring solaris frozen"," Ring of Frozen horror"," A frozen ring is lying here, writhing in horror.",WORN,TAKE FINGER,HUM LIMITED,,HITROLL,4,DAMROLL,3,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16000,20000,,,0,,,,
29454," ancient millenium ring ladykyra"," An Ancient Millenium Ring"," A ring lies here with a god like essence.",WORN,TAKE FINGER,LIMITED,,HITROLL,4,DAMROLL,4,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16000,20000,,,10,,,,
29453," belt armored pastel easter feanor aemon"," An Armored Pastel Easter Belt"," A pinkish blue belt is coiled in the corner.",ARMOR,TAKE WAIST QUESTWEAR,GLOW HUM LIMITED,16,DAMROLL,2,HIT,50,HP_REGEN,10,15,0,0,0,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,10,8765309,18612,,,9,,,,
29452," Megingardir shivan thor belt"," Megingardir"," Megingardir, Thors mighty belt is lying here bristeling with tremendous powers.",ARMOR,TAKE WAIST,EVIL MAGICAL ANTI-GOOD ANTI-CLERIC ANTI-MAGIC_USER ANTI-PALADIN ANTI-BARD LIMITED,8388608,HIT,15,DAMROLL,2,,,8,0,0,0,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,5,333333,140000,,,2,,,,
29451," blade gage titanium devotion"," The Titanium Blade of Devotion"," You see nothing and feel compelled to walk on past noticing nothing for you can't see anything.",WEAPON,TAKE WIELD QUESTWEAR,MAGICAL ANTI-WARRIOR ANTI-THIEF ANTI-CLERIC ANTI-MAGIC_USER ANTI-NOMAD ANTI-PALADIN ANTI-ANTI-PALADIN ANTI-AVATAR ANTI-BARD ANTI-COMMANDO LIMITED,,DAMROLL,6,HITROLL,1,,,0,5,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,None,Slashing,5,7,11,41,26,,,,30,10,25000,,,8,,,,
29450," bracelet dragon highlord tim"," The Dragon Highlord's Bracelet"," The Dragon Highlord lost his bracelet! Holy crap!",WORN,TAKE WRIST QUESTWEAR,LIMITED,,HITROLL,2,DAMROLL,4,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,12000,10000,,,10,,,,
29449," plant cannabis mankeyherb ganja gecko"," a cannabis plant"," A strong scent wafts from a green plant with many furry buds.",WEAPON,TAKE WIELD HOLD,MAGICAL LIMITED,134217728,DAMROLL,5,HITROLL,5,,,0,2,18,11,,,,,,,,,,,,,,,,,,,,,,,,,,,None,Pierce,2,18,7,41,24,,,,20,10000,10000,,,10,,,,
29448," bandoleer black anodized aluminum sturdy"," A Black Anodized Bandoleer"," A sturdy-looking bandoleer, crafted from black anodized aluminum, lies here.",ARMOR,TAKE WAIST,HUM LIMITED,,DAMROLL,1,ARMOR,-5,HIT,20,8,0,0,0,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,10,10000,10000,,,0,,,,
29447," arrow cupid"," An arrow from Cupid's bow"," An arrow is floating in the air.",MISSILE,TAKE HOLD,LIMITED,,DAMROLL,6,HITROLL,5,,,6,66,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,66,12,402,207,,,,8,10,69,,,10,,,,
29446," veil assassin haze"," The Assassin's Veil"," A pile of Mystic Silk lays crumpled on the floor.",ARMOR,TAKE HEAD,GLOW BLESSED LIMITED,,DAMROLL,3,HITROLL,3,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,12,75000,36000,,,10,,,,
29445," horn eld solaris"," The Horn of Eld"," The legendary Horn of Eld is lying here.",LIQUID CONTAINER,TAKE HOLD,LIMITED ANTI-AUCTION,,DAMROLL,5,HITROLL,5,,,20,20,10,0,,,,,,,,,,,,20,20,juice,,FALSE,,,,,,,,,,,,,,,,,,,,,5,333,10,,,50,,,,
29444," shadow harvest moon tepir chaosprize"," Shadow of the Harvest Moon"," The Woodland Sorceress' shadow remains emblazoned on the floor here.",ARMOR,TAKE ABOUT,DARK EVIL MAGICAL NO_DROP ANTI-GOOD ANTI-NEUTRAL ANTI-PALADIN ANTI-AVATAR LIMITED,262144,DAMROLL,5,MANA,50,MANA_REGEN,15,13,0,0,0,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,1,3450000,201000,,,0,,,,
29443," drumstick power"," The Drumstick of Power"," The Drumstick of Power was left behind here.",ARMOR,TAKE HOLD,GLOW LIMITED,32768,DAMROLL,5,HITROLL,5,HIT,50,10,0,0,0,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,13,13131313,1313,,,50,,,,
29442," armor turkey king"," Battle Armor of the Turkey King"," The Turkey King's battle armor was left here.",ARMOR,TAKE BODY,HUM MAGICAL LIMITED,16777216,DAMROLL,3,HITROLL,3,HIT,30,30,0,0,0,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,15,80000,414,,,50,,,,
29441," cape mankeyherb heap lemon"," Aromatic Cape of Mankeyherb"," A fragrant heap of green herbs lies here, forgotten by its spacey owner.",ARMOR,TAKE NECK,HUM DARK EVIL MAGICAL ANTI-GOOD ANTI-NEUTRAL ANTI-PALADIN ANTI-AVATAR LIMITED,,DAMROLL,5,MANA,-10,MANA_REGEN,5,10,0,0,0,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,20,1500000,150000,,,0,,,,
29440," ring breath zazu ribald chaosprize"," The last dying breath of Sorcerer Zazu"," A ring of immense power lies here.",WORN,TAKE FINGER,GLOW MAGICAL LIMITED,,DAMROLL,4,HITROLL,4,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16000,20000,,,0,,,,
29439," ring breath tepir ribald chaosprize"," The last dying breath of Sorcerer Tepir"," A ring of immense power lies here.",WORN,TAKE FINGER,HUM MAGICAL LIMITED,,DAMROLL,4,HITROLL,4,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16000,20000,,,0,,,,
29438," kilt pile ribald chaosprize"," The Folkloric Kilt of the McRibald Clan"," A very old bloodstained pile of fabric lies here.",ARMOR,TAKE LEGS,GLOW MAGICAL LIMITED,128,DAMROLL,7,,,,,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,10,30000,3000,,,0,,,,
29437," lingerie piece kira"," A Lacy Piece of Lingerie"," A very interesting-looking piece of lingerie is here;  you have an urge to put it on your head.",ARMOR,TAKE HEAD,HUM MAGICAL ANTI-NEUTRAL ANTI-WARRIOR ANTI-THIEF ANTI-CLERIC ANTI-NINJA ANTI-NOMAD ANTI-PALADIN ANTI-ANTI-PALADIN ANTI-BARD ANTI-COMMANDO LIMITED,,DAMROLL,1,MANA,25,,,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,1,20000,15000,,,0,,,,
29436," cloak metal hemmed"," Metal Hemmed Cloak"," A cloak inlaid with some strange metal in the hem lies here.",ARMOR,TAKE ABOUT,MAGICAL ANTI-GOOD ANTI-NEUTRAL LIMITED,8,HIT,25,DAMROLL,3,,,16,0,0,0,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,1,100000,12500,,,0,,,,
29435," leggings demon scaled scales leg"," Demon Scaled Leggings"," Scales freshly-ripped from a demon lay here steaming.",ARMOR,TAKE LEGS,HUM LIMITED,,DAMROLL,4,HITROLL,2,,,8,0,0,0,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,10,30000,3000,,,0,,,,
29434," greaves fallen solar quest esar"," Greaves of the Fallen Solar"," A set of tarnished silver greaves lie upturned on the ground.",ARMOR,TAKE LEGS,GLOW LIMITED,,DAMROLL,3,MANA_REGEN,5,,,10,0,0,0,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,10,30000,3000,,,0,,,,
29433," spaulders wyrmhide wyrm hide lemon"," a set of Wyrmhide spaulders"," Lemon has left some spaulders made from thick hide here, please return them.",ARMOR,TAKE ARMS,ANTI-NEUTRAL ANTI-THIEF ANTI-COMMANDO LIMITED ANTI-AUCTION,,HIT,10,DAMROLL,3,,,10,0,0,0,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,5,500,1000,,,0,,,,
29432," axe erebor smaug"," A Great Axe of Erebor"," A huge, dwarven axe lies here, glowing with a light from within.",WEAPON,TAKE WIELD,HUM BLESSED ANTI-EVIL ANTI-NEUTRAL ANTI-THIEF ANTI-CLERIC ANTI-MAGIC_USER ANTI-NINJA ANTI-ANTI-PALADIN LIMITED,,DAMROLL,4,HP_REGEN,15,,,0,14,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,None,Slashing,14,2,18,32,25,,,,21,75000,50000,,,0,,,,
29431," head gorgon medusa"," The Severed Head of Medusa"," A horrible gorgon's head emits a frozen scream from its position on the ground.",LIGHT,TAKE LIGHT-SOURCE,HUM LIMITED,,DAMROLL,4,HITROLL,4,,,0,0,-1,0,0,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10000,10,,,0,,,,
29430," tail severed bahamut golden prometheus p14"," The Severed Living Tail of Bahamut the Platinum"," A writhing golden tail is here, straining to escape to its master.",ARMOR,TAKE WAIST,,,HIT,10,MANA,10,MANA_REGEN,10,10,0,0,0,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,10,72005,72005,,,0,,,,
29429," scale glaurung onyx father first prometheus p12"," A Ruby Scale of Glaurung, Father of All Dragons"," An enormous, jet-black scale lies here, seeming to radiate evil.",ARMOR,TAKE SHIELD,GLOW ANTI-WARRIOR ANTI-THIEF ANTI-NINJA ANTI-NOMAD ANTI-PALADIN ANTI-ANTI-PALADIN ANTI-BARD ANTI-COMMANDO LIMITED RANDOM,20,MANA,20,INT,2,MANA_REGEN,10,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,10,450670,8575,,,0,,,,
29428," collarbone shattered tiamat colored prometheus p16"," Shattered Pale Collarbone of Tiamat the Colored"," A splintered bone lies here, reflecting many colors.",WORN,TAKE WRIST,GLOW LIMITED ANTI-AUCTION,,MANA,25,HIT,25,MANA_REGEN,10,7,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,60000,5000,,,0,,,,
29427," dragonkind golden gold prometheus p18"," The Softly-Humming Golden Orb of the Dragonkind"," A shimmering golden orb lies here, radiating heat.",OTHER,TAKE HOLD,GLOW HUM MAGICAL ANTI-WARRIOR ANTI-THIEF ANTI-NINJA ANTI-NOMAD ANTI-AVATAR LIMITED,40,MANA,88,INT,2,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,10,10,,,0,,,,
29426," bracelet mourning flaming feanor"," Bracelet of Mourning"," A Bracelet of Mourning lies here, tear-streaked.",WORN,TAKE WRIST,GLOW LIMITED,,HITROLL,2,DAMROLL,3,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,12000,10000,,,0,,,,
29425," horn geryon"," Horn of Geryon"," A grit-covered battle horn, that of Geryon himself, lies here.",MUSICAL,TAKE HOLD,DARK MAGICAL ANTI-GOOD ANTI-NEUTRAL ANTI-WARRIOR ANTI-THIEF ANTI-CLERIC ANTI-MAGIC_USER ANTI-NINJA ANTI-NOMAD ANTI-PALADIN ANTI-ANTI-PALADIN ANTI-AVATAR ANTI-COMMANDO LIMITED EQ_DECAY,,DAMROLL,6,HITROLL,6,MANA_REGEN,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,100000,200000,,,0,,,,500000
29424," collarbone collar blackened yevaud prometheus p16"," Blackened Ebon Collarbone of Yevaud the Ancient"," A charred bone lies here, absorbing the light.",ARMOR,TAKE WRIST,GLOW ANTI-GOOD LIMITED,,MANA_REGEN,10,MANA,51,HIT,51,13,0,0,0,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,10,15000,10000,,,0,,,,
29423," laeptz pelt skaera skeena stikine"," Sk'aera's `bgp'uuth`q, warbpaet laeptz"," Tzyae wa'tzaet art bramnpaet laeptz uv a vumnwaemn Wabae saemnfaes as a maepkuwae watz.",ARMOR,TAKE WAIST,,,HIT,10,MANA,10,MANA_REGEN,10,10,0,0,0,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,10,72005,72005,,,0,,,,
29422," bowtie tie snazzy"," A Snazzy Red Bowtie"," A snazzy red valentine's bowtie is tied around a small stick here on the ground.",ARMOR,TAKE NECK,GLOW MAGICAL LIMITED,,DAMROLL,2,HITROLL,2,MANA_REGEN,7,7,0,0,0,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,5,777777,77777,,,5,,,,
29421," plates leg mankey cyron"," A Pair of Mankey Leg Plates"," Something like a pair of leg plates worn by the mankey is lying here.",ARMOR,TAKE LEGS,MAGICAL LIMITED,,DAMROLL,2,ARMOR,-6,,,8,0,0,0,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,10,30000,3000,,,0,,,,
29420," boots demon skin feanor"," Demon Skin Boots"," You see a pair of Demon Skin Boots lying here emitting evil.",ARMOR,TAKE FEET,MAGICAL ANTI-GOOD ANTI-NEUTRAL ANTI-WARRIOR ANTI-CLERIC ANTI-PALADIN LIMITED RANDOM,,DAMROLL,5,,,,,10,0,0,0,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,4,10,43222,,,0,,,,
29419," sleeves dragonhide pair elric"," `lDragonhide Sleeves`q"," A pair of `lDragonhide Sleeves`q are lying here.",ARMOR,TAKE ARMS,ANTI-GOOD ANTI-NEUTRAL,,DAMROLL,2,ARMOR,-5,HIT,20,8,0,0,0,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,10,10000,1000,,,0,,,,
29418," welder electric broken sparking crackling artoo"," Artoo's Electric Welder"," A broken electric welder lies upon the ground, sparking and crackling.",WEAPON,TAKE WIELD,GLOW HUM MAGICAL ANTI-EVIL ANTI-NEUTRAL ANTI-THIEF ANTI-NINJA ANTI-NOMAD LIMITED,,DAMROLL,3,HITROLL,1,,,21,5,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,Slay Evil Beings,Slashing,5,8,8,43,25.5,,,,13,100000,30000,,,0,,,,
29417," belt angel feathers shimmering iridescent"," A Belt of Angel Feathers"," A shimmering belt of iridescent blue-green feathers floats above the ground.",ARMOR,TAKE WAIST,GLOW LIMITED,16777216,HITROLL,4,DAMROLL,4,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,10,1000000,25000,,,0,,,,
29416," guard wrist padded ryu kulilin quest qt"," Ryu's Padded Wrist Guard"," A red sparring gauntlet lies here.",CONTAINER,TAKE WRIST,DARK LIMITED,,DAMROLL,2,ARMOR,-25,HIT,5,125,0,0,0,,,,,,,,,,,,125,,,,,0,0,,,,,,,,,,,,,,,,,,,125,25000,3750,,,0,,,,
29415," plates leg bone elric"," `oBone Leg Plates`q"," A pair of leather pants sewn with polished bone plates lies here. ",ARMOR,TAKE LEGS,ANTI-GOOD ANTI-NEUTRAL LIMITED,,DAMROLL,2,ARMOR,-5,HITROLL,1,8,0,0,0,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,10,30000,3000,,,0,,,,
29414," staff greater protection purple"," Staff of Greater Protection"," A staff of sanctuary lies on the ground.",STAFF,TAKE HOLD,GLOW,,,,,,,,50,100,100,36,,,,,,,,,,,,,,,,,,,,,,,36,50,100,100,,,,,,,,,,,10,50000,20000,,,0,,,,
29413," canine tooth gorgo"," Gorgo's Canine"," A huge bloody tooth is lying on the ground here.",WEAPON,TAKE WIELD,ANTI-GOOD ANTI-NEUTRAL ANTI-WARRIOR ANTI-THIEF ANTI-CLERIC ANTI-NINJA ANTI-PALADIN,,DAMROLL,11,HITROLL,-2,,,0,5,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,None,Slashing,5,5,16,36,26,,,,23,200000,20000,,,10,,,,
29412," belt adamantite shadowkiller questbelt"," An Adamantite Belt"," A brilliant gray belt lies at your feet.",ARMOR,TAKE WAIST,GLOW HUM MAGICAL ANTI-COMMANDO,,DAMROLL,3,HIT,-50,,,4,0,0,0,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,10,120000,84444,,,0,,,,
29411," jerkin dusty leather shadowkiller questbody"," A Dusty Leather Jerkin"," A decrepit suit of leather armor lies in a pile on the ground.",ARMOR,TAKE BODY,HUM BLESSED LIMITED,,ARMOR,-17,HIT,30,HITROLL,1,26,0,0,0,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,10,10,10,,,0,,,,
29410," belt chromium war shadowkiller chaosprize"," A Chromium Studded War Belt"," A silvery belt of war has been discarded by some unworthy owner.",ARMOR,TAKE WAIST,GLOW HUM MAGICAL ANTI-COMMANDO LIMITED,268435456,DAMROLL,2,HIT,-50,,,4,0,0,0,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,10,120000,84444,,,0,,,,
29409," gauntlets steel shadowkiller chaosprize"," Spiked Steel Gauntlets"," A pair of spiked gauntlets, gleaming in the sunlight, have been abandoned here. ",ARMOR,TAKE HANDS,HUM MAGICAL LIMITED,,DAMROLL,6,HITROLL,1,,,8,0,0,0,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,10,1000000,80000,,,0,,,,
29408," plates crusader spiked pair feanor chaosprize"," Spiked Leg Plates of the Crusader"," You see a pair of Crusaders Leg plates lying here.",ARMOR,TAKE LEGS,MAGICAL LIMITED ANTI-AUCTION,128,DAMROLL,7,WIS,2,,,8,0,0,0,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,10,10000,1000,,,0,,,,
29407," tear crystal vengeance elwe"," A Crystal Tear wrought of Vengeance"," A crystal drop has fallen to the ground, lying untouched by the ages.",WEAPON,TAKE WIELD HOLD,ANTI-EVIL ANTI-NEUTRAL LIMITED,,HITROLL,5,DAMROLL,5,,,0,5,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,None,Pierce,5,1,10,10,10,,,,20,10000,10000,,,0,,,,
29406," heart pulsating dragon slayer"," Pulsating Heart of the Dragon Slayer"," A heart is lying here, pulsating.",WORN,TAKE HOLD,MAGICAL ANTI-CLERIC ANTI-MAGIC_USER ANTI-PALADIN LIMITED,,DAMROLL,5,HITROLL,5,HIT,50,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,150000,15000,,,0,,,,
29405," token random chance quest"," a Token of Random Chance"," A tiny token glows on the ground at your feet.",WORN,TAKE HOLD,GLOW ANTI-WARRIOR ANTI-THIEF ANTI-NOMAD LIMITED,,DAMROLL,5,HITROLL,5,MANA,50,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,150000,15000,,,0,,,,
29404," shoes marvel lemon"," Marvel Shoes"," Lemon has left a magical pair of shoes here, please return them.",ARMOR,TAKE FEET,GLOW LIMITED,,DAMROLL,3,MANA_REGEN,5,,,13,0,0,0,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,3,150000,15000,,,0,,,,
29403," scabbard pixie warrior lemon"," a warrior pixie's scabbard"," Lemon has left a tiny scabbard here, please return it.",WORN,TAKE WRIST,MAGICAL LIMITED,,HITROLL,4,DAMROLL,4,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,12000,10000,,,10,,,,
29402," ring unwanted abandoned tim"," `gThe Ring of the Unwanted One`q"," An abandoned `gring`q is lying here.",WORN,TAKE FINGER,HUM LIMITED,,HIT,40,DAMROLL,3,HITROLL,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,30000,3000,,,0,,,,
29401," gown angels elwe"," Gown of the Angels"," You see a Heavenly-wrought Gown lying here.",ARMOR,TAKE BODY,GLOW HUM MAGICAL BLESSED ANTI-EVIL ANTI-NEUTRAL LIMITED,,DAMROLL,3,HITROLL,3,,,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,10,723000,30000,,,0,,,,
29400," vambraces scales tatzlwurm lemon"," vambraces made of Tatzlwurm scales"," Lemon has left a pair of scaly vambraces here, please return them.",ARMOR,TAKE HANDS,MAGICAL LIMITED,,DAMROLL,4,,,,,8,0,0,0,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,10,1000000,80000,,,0,,,,
29678," crown turkey feathers thanksgiving"," A Crown of Turkey Feathers"," A large crown made of turkey feathers",ARMOR,TAKE HEAD,MAGICAL LIMITED RANDOM_0 RANDOM_1,,MANA_REGEN,4,HP_REGEN,30,,,12,0,0,0,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,5,125150,89500,,,55,,,,
29677," shawl thanksgiving"," A Multi-Colored Thanksgiving Shawl"," A shawl of multplie colors with the pilgrim's sigil on it.",ARMOR,TAKE ABOUT,MAGICAL LIMITED RANDOM_0 RANDOM_1,,HITROLL,5,DAMROLL,1,,,15,0,0,0,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,7,76200,34586,,,45,,,,
29676," vambraces vambrace platinum pilgrim thanksgiving"," Platinum Vambraces of the Pilgrim Army"," A pair of platinum vambraces glow with magical light.",ARMOR,TAKE ARMS,MAGICAL LIMITED RANDOM_0 RANDOM_1,,HITROLL,2,DAMROLL,1,,,15,0,0,0,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,11,95468,54875,,,35,,,,
29675," multi dimensional pocket soot"," A Multidimensional Pocket"," A black hole phases in and out of existence on the ground here.",CONTAINER,TAKE WAIST,,,ARMOR,-5,,,,,8000,0,0,0,,,,,,,,,,,,8000,,,,,0,0,,,,,,,,,,,,,,,,,,,5,900,100,,,100,,,,
29670," zantetsuken darksteel runeblade esar"," the Darksteel Runeblade 'Zantetsuken'"," An azure bastard sword decorated with dimly glowing runes lies here.",WEAPON,TAKE WIELD,ANTI-THIEF ANTI-CLERIC ANTI-MAGIC_USER ANTI-NINJA ANTI-PALADIN ANTI-ANTI-PALADIN ANTI-BARD LIMITED NO_TAKE_MOB,32,HIT,50,DAMROLL,2,HITROLL,2,5,8,6,12,,,,,,,,,,,,,,,,,,,,,,,,,,,Forget,Hack,8,6,10,50,30,,,,32,10,89000,,,0,,,,
29669," bracers shadow druid esar quest"," a pair of Shadow Druid bracers"," A pair of leather bracers was left here, thin tendrils of shadow wafting off of them.",ARMOR,TAKE HANDS,ANTI-WARRIOR ANTI-THIEF ANTI-CLERIC ANTI-MAGIC_USER ANTI-NINJA ANTI-NOMAD ANTI-PALADIN ANTI-ANTI-PALADIN ANTI-BARD LIMITED,,SKILL_TRIPLE,10,DAMROLL,4,,,5,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,10,50000,12000,,,0,,,,
